Loaded problem from /home/jordan/antoine/cuADMM/examples/plato/TXT/swissroll/
              vector length: 320400
      number of constraints: 3380
           number of blocks: 1
  number of non-zeros in At: 330537
   number of non-zeros in b: 3379
   number of non-zeros in C: 800

Analysis of the blk vector:
        1 matrices of size 800 (large)

Analysis of the large matrices sizes:
    size of large matrices: 800 
  number of large matrices:   1 
    total size of large matrices: 640000
  sum of sizes of large matrices: 800
    nb large (with multiplicity): 1
  large matrices start indices: 0 640000 

Analysis of the small matrices sizes:
    size of small matrices: 
  number of small matrices: 
    total size of small matrices: 0
  sum of sizes of small matrices: 0
    nb small (with multiplicity): 0
  small matrices start indices: 0 

 -------------------------------------------------------------------------------
                                    cuADMM
 -------------------------------------------------------------------------------
 norm of C = 2.9e+01, norm of b = 3.8e+02

  it. | p infeas d infeas | primal obj.   dual obj. rel. gap |  time |   sigma | 
 42100 | 3.93e-02 3.97e-02 | -1.6189e+05 -9.0755e+05 6.97e-01 | 836.1 | 5.4e-01 |
 42200 | 3.93e-02 3.96e-02 | -1.6305e+05 -9.0670e+05 6.95e-01 | 838.0 | 9.0e-01 |
 42300 | 3.92e-02 3.94e-02 | -1.6499e+05 -9.0627e+05 6.92e-01 | 840.0 | 1.5e+00 |
 42400 | 3.92e-02 3.93e-02 | -1.6823e+05 -9.0609e+05 6.87e-01 | 842.0 | 2.5e+00 |
 42500 | 3.94e-02 3.91e-02 | -1.7245e+05 -9.0607e+05 6.80e-01 | 843.9 | 2.5e+00 |
 42600 | 3.93e-02 3.90e-02 | -1.7499e+05 -9.0623e+05 6.76e-01 | 845.9 | 1.5e+00 |
 42700 | 3.92e-02 3.88e-02 | -1.7650e+05 -9.0659e+05 6.74e-01 | 847.9 | 9.0e-01 |
 42800 | 3.91e-02 3.88e-02 | -1.7737e+05 -9.0700e+05 6.73e-01 | 849.9 | 5.4e-01 |
 42900 | 3.90e-02 3.91e-02 | -1.7786e+05 -9.0721e+05 6.72e-01 | 851.8 | 3.2e-01 |
 43000 | 3.89e-02 3.91e-02 | -1.7831e+05 -9.0684e+05 6.71e-01 | 853.8 | 4.2e-01 |
 43100 | 3.90e-02 3.88e-02 | -1.7903e+05 -9.0612e+05 6.70e-01 | 855.8 | 7.0e-01 |
 43200 | 3.90e-02 3.86e-02 | -1.7960e+05 -9.0465e+05 6.69e-01 | 857.8 | 4.2e-01 |
 43300 | 3.90e-02 3.86e-02 | -1.7994e+05 -9.0203e+05 6.67e-01 | 859.7 | 2.5e-01 |
 43400 | 3.89e-02 3.88e-02 | -1.8015e+05 -8.9763e+05 6.66e-01 | 861.7 | 1.5e-01 |
 43500 | 3.87e-02 3.90e-02 | -1.8030e+05 -8.9196e+05 6.64e-01 | 863.7 | 1.5e-01 |
 43600 | 3.85e-02 3.87e-02 | -1.8057e+05 -8.8860e+05 6.62e-01 | 865.7 | 2.5e-01 |
 43700 | 3.84e-02 3.85e-02 | -1.8101e+05 -8.8657e+05 6.61e-01 | 867.6 | 4.2e-01 |
 43800 | 3.84e-02 3.83e-02 | -1.8158e+05 -8.8491e+05 6.59e-01 | 869.6 | 4.2e-01 |
 43900 | 3.84e-02 3.82e-02 | -1.8194e+05 -8.8205e+05 6.58e-01 | 871.6 | 2.5e-01 |
 44000 | 3.83e-02 3.83e-02 | -1.8216e+05 -8.7722e+05 6.56e-01 | 873.5 | 1.5e-01 |
 44100 | 3.82e-02 3.84e-02 | -1.8234e+05 -8.7091e+05 6.54e-01 | 875.5 | 1.5e-01 |
 44200 | 3.81e-02 3.83e-02 | -1.8264e+05 -8.6718e+05 6.52e-01 | 877.5 | 2.5e-01 |
 44300 | 3.80e-02 3.81e-02 | -1.8315e+05 -8.6505e+05 6.51e-01 | 879.5 | 4.2e-01 |
 44400 | 3.79e-02 3.80e-02 | -1.8401e+05 -8.6388e+05 6.49e-01 | 881.4 | 7.0e-01 |
 44500 | 3.79e-02 3.78e-02 | -1.8526e+05 -8.6317e+05 6.47e-01 | 883.4 | 9.0e-01 |
 44600 | 3.78e-02 3.78e-02 | -1.8612e+05 -8.6225e+05 6.45e-01 | 885.4 | 5.4e-01 |
 44700 | 3.77e-02 3.77e-02 | -1.8664e+05 -8.6071e+05 6.44e-01 | 887.4 | 3.2e-01 |
 44800 | 3.77e-02 3.77e-02 | -1.8702e+05 -8.5860e+05 6.42e-01 | 889.3 | 3.2e-01 |
 44900 | 3.76e-02 3.76e-02 | -1.8766e+05 -8.5726e+05 6.41e-01 | 891.3 | 5.4e-01 |
 45000 | 3.76e-02 3.75e-02 | -1.8850e+05 -8.5624e+05 6.39e-01 | 893.3 | 5.4e-01 |
 45100 | 3.75e-02 3.74e-02 | -1.8901e+05 -8.5466e+05 6.38e-01 | 895.3 | 3.2e-01 |
 45200 | 3.74e-02 3.74e-02 | -1.8931e+05 -8.5204e+05 6.36e-01 | 897.2 | 1.9e-01 |
 45300 | 3.73e-02 3.74e-02 | -1.8970e+05 -8.4995e+05 6.35e-01 | 899.2 | 3.2e-01 |
 45400 | 3.73e-02 3.73e-02 | -1.9035e+05 -8.4871e+05 6.34e-01 | 901.2 | 5.4e-01 |
 45500 | 3.72e-02 3.71e-02 | -1.9120e+05 -8.4783e+05 6.32e-01 | 903.2 | 5.4e-01 |
 45600 | 3.71e-02 3.71e-02 | -1.9171e+05 -8.4646e+05 6.31e-01 | 905.1 | 3.2e-01 |
 45700 | 3.71e-02 3.71e-02 | -1.9201e+05 -8.4406e+05 6.29e-01 | 907.1 | 1.9e-01 |
 45800 | 3.70e-02 3.71e-02 | -1.9223e+05 -8.4070e+05 6.28e-01 | 909.1 | 1.9e-01 |
 45900 | 3.69e-02 3.70e-02 | -1.9261e+05 -8.3853e+05 6.26e-01 | 911.1 | 3.2e-01 |
 46000 | 3.68e-02 3.68e-02 | -1.9323e+05 -8.3722e+05 6.25e-01 | 913.0 | 5.4e-01 |
 46100 | 3.68e-02 3.67e-02 | -1.9388e+05 -8.3602e+05 6.24e-01 | 915.0 | 4.2e-01 |
 46200 | 3.67e-02 3.66e-02 | -1.9427e+05 -8.3407e+05 6.22e-01 | 917.0 | 2.5e-01 |
 46300 | 3.66e-02 3.67e-02 | -1.9450e+05 -8.3072e+05 6.21e-01 | 919.0 | 1.5e-01 |
 46400 | 3.65e-02 3.66e-02 | -1.9480e+05 -8.2803e+05 6.19e-01 | 920.9 | 2.5e-01 |
 46500 | 3.64e-02 3.65e-02 | -1.9529e+05 -8.2646e+05 6.18e-01 | 922.9 | 4.2e-01 |
 46600 | 3.63e-02 3.64e-02 | -1.9611e+05 -8.2561e+05 6.16e-01 | 924.9 | 7.0e-01 |
 46700 | 3.62e-02 3.62e-02 | -1.9749e+05 -8.2520e+05 6.14e-01 | 926.9 | 1.2e+00 |
 46800 | 3.61e-02 3.60e-02 | -1.9857e+05 -8.2487e+05 6.12e-01 | 928.8 | 7.0e-01 |
 46900 | 3.61e-02 3.59e-02 | -1.9921e+05 -8.2436e+05 6.11e-01 | 930.8 | 4.2e-01 |
 47000 | 3.61e-02 3.59e-02 | -1.9958e+05 -8.2335e+05 6.10e-01 | 932.8 | 2.5e-01 |
 47100 | 3.60e-02 3.60e-02 | -1.9979e+05 -8.2125e+05 6.09e-01 | 934.8 | 1.5e-01 |
 47200 | 3.59e-02 3.60e-02 | -1.9995e+05 -8.1797e+05 6.07e-01 | 936.7 | 1.5e-01 |
 47300 | 3.59e-02 3.59e-02 | -2.0020e+05 -8.1562e+05 6.06e-01 | 938.7 | 2.5e-01 |
 47400 | 3.58e-02 3.57e-02 | -2.0053e+05 -8.1355e+05 6.05e-01 | 940.7 | 2.5e-01 |
 47500 | 3.58e-02 3.57e-02 | -2.0073e+05 -8.1003e+05 6.03e-01 | 942.7 | 1.5e-01 |
 47600 | 3.56e-02 3.58e-02 | -2.0089e+05 -8.0544e+05 6.01e-01 | 944.7 | 1.5e-01 |
 47700 | 3.55e-02 3.57e-02 | -2.0115e+05 -8.0269e+05 5.99e-01 | 946.6 | 2.5e-01 |
 47800 | 3.54e-02 3.56e-02 | -2.0159e+05 -8.0107e+05 5.98e-01 | 948.6 | 4.2e-01 |
 47900 | 3.53e-02 3.54e-02 | -2.0233e+05 -8.0012e+05 5.96e-01 | 950.6 | 7.0e-01 |
 48000 | 3.52e-02 3.52e-02 | -2.0357e+05 -7.9958e+05 5.94e-01 | 952.6 | 1.2e+00 |
 48100 | 3.51e-02 3.50e-02 | -2.0521e+05 -7.9924e+05 5.91e-01 | 954.5 | 1.2e+00 |
 48200 | 3.50e-02 3.48e-02 | -2.0621e+05 -7.9883e+05 5.90e-01 | 956.5 | 7.0e-01 |
 48300 | 3.50e-02 3.47e-02 | -2.0680e+05 -7.9819e+05 5.88e-01 | 958.5 | 4.2e-01 |
 48400 | 3.49e-02 3.48e-02 | -2.0715e+05 -7.9703e+05 5.87e-01 | 960.4 | 2.5e-01 |
 48500 | 3.49e-02 3.49e-02 | -2.0735e+05 -7.9484e+05 5.86e-01 | 962.4 | 1.5e-01 |
 48600 | 3.49e-02 3.49e-02 | -2.0755e+05 -7.9233e+05 5.85e-01 | 964.4 | 1.9e-01 |
 48700 | 3.49e-02 3.47e-02 | -2.0780e+05 -7.9018e+05 5.84e-01 | 966.4 | 1.9e-01 |
 48800 | 3.48e-02 3.47e-02 | -2.0794e+05 -7.8644e+05 5.82e-01 | 968.4 | 1.2e-01 |
 48900 | 3.46e-02 3.48e-02 | -2.0806e+05 -7.8139e+05 5.79e-01 | 970.3 | 1.2e-01 |
 49000 | 3.45e-02 3.46e-02 | -2.0825e+05 -7.7825e+05 5.78e-01 | 972.3 | 1.9e-01 |
 49100 | 3.44e-02 3.44e-02 | -2.0856e+05 -7.7636e+05 5.76e-01 | 974.3 | 3.2e-01 |
 49200 | 3.43e-02 3.42e-02 | -2.0898e+05 -7.7492e+05 5.75e-01 | 976.3 | 3.2e-01 |
 49300 | 3.43e-02 3.42e-02 | -2.0923e+05 -7.7256e+05 5.74e-01 | 978.2 | 1.9e-01 |
 49400 | 3.42e-02 3.43e-02 | -2.0938e+05 -7.6853e+05 5.72e-01 | 980.2 | 1.2e-01 |
 49500 | 3.41e-02 3.43e-02 | -2.0957e+05 -7.6529e+05 5.70e-01 | 982.2 | 1.9e-01 |
 49600 | 3.40e-02 3.42e-02 | -2.0990e+05 -7.6339e+05 5.69e-01 | 984.1 | 3.2e-01 |
 49700 | 3.39e-02 3.41e-02 | -2.1043e+05 -7.6231e+05 5.67e-01 | 986.1 | 5.4e-01 |
 49800 | 3.37e-02 3.40e-02 | -2.1134e+05 -7.6173e+05 5.66e-01 | 988.1 | 9.0e-01 |
 49900 | 3.36e-02 3.39e-02 | -2.1285e+05 -7.6145e+05 5.63e-01 | 990.1 | 1.5e+00 |
 50000 | 3.37e-02 3.37e-02 | -2.1538e+05 -7.6137e+05 5.59e-01 | 992.0 | 2.5e+00 |
 50100 | 3.42e-02 3.35e-02 | -2.1871e+05 -7.6151e+05 5.54e-01 | 994.0 | 2.5e+00 |
 50200 | 3.40e-02 3.34e-02 | -2.2071e+05 -7.6198e+05 5.51e-01 | 996.0 | 1.5e+00 |
 50300 | 3.36e-02 3.34e-02 | -2.2188e+05 -7.6265e+05 5.49e-01 | 998.0 | 9.0e-01 |
 50400 | 3.34e-02 3.34e-02 | -2.2257e+05 -7.6352e+05 5.49e-01 | 999.9 | 5.4e-01 |
 50500 | 3.33e-02 3.34e-02 | -2.2307e+05 -7.6438e+05 5.48e-01 | 1001.9 | 5.4e-01 |
 50600 | 3.34e-02 3.32e-02 | -2.2387e+05 -7.6466e+05 5.47e-01 | 1003.9 | 9.0e-01 |
 50700 | 3.35e-02 3.31e-02 | -2.2449e+05 -7.6480e+05 5.46e-01 | 1005.9 | 5.4e-01 |
 50800 | 3.35e-02 3.31e-02 | -2.2485e+05 -7.6488e+05 5.46e-01 | 1007.8 | 3.2e-01 |
 50900 | 3.34e-02 3.34e-02 | -2.2505e+05 -7.6483e+05 5.45e-01 | 1009.8 | 1.9e-01 |
 51000 | 3.33e-02 3.36e-02 | -2.2520e+05 -7.6443e+05 5.45e-01 | 1011.8 | 1.9e-01 |
 51100 | 3.33e-02 3.34e-02 | -2.2542e+05 -7.6392e+05 5.44e-01 | 1013.8 | 3.2e-01 |
 51200 | 3.32e-02 3.32e-02 | -2.2578e+05 -7.6337e+05 5.43e-01 | 1015.7 | 5.4e-01 |
 51300 | 3.33e-02 3.30e-02 | -2.2625e+05 -7.6266e+05 5.42e-01 | 1017.7 | 5.4e-01 |
 51400 | 3.33e-02 3.30e-02 | -2.2654e+05 -7.6121e+05 5.41e-01 | 1019.7 | 3.2e-01 |
 51500 | 3.32e-02 3.31e-02 | -2.2671e+05 -7.5864e+05 5.40e-01 | 1021.7 | 1.9e-01 |
 51600 | 3.31e-02 3.33e-02 | -2.2682e+05 -7.5433e+05 5.38e-01 | 1023.6 | 1.2e-01 |
 51700 | 3.30e-02 3.32e-02 | -2.2696e+05 -7.5103e+05 5.36e-01 | 1025.6 | 1.9e-01 |
 51800 | 3.29e-02 3.30e-02 | -2.2720e+05 -7.4911e+05 5.35e-01 | 1027.6 | 3.2e-01 |
 51900 | 3.28e-02 3.28e-02 | -2.2760e+05 -7.4798e+05 5.33e-01 | 1029.6 | 5.4e-01 |
 52000 | 3.28e-02 3.27e-02 | -2.2812e+05 -7.4710e+05 5.32e-01 | 1031.5 | 5.4e-01 |
 52100 | 3.28e-02 3.26e-02 | -2.2843e+05 -7.4557e+05 5.31e-01 | 1033.5 | 3.2e-01 |
 52200 | 3.28e-02 3.27e-02 | -2.2862e+05 -7.4299e+05 5.29e-01 | 1035.5 | 1.9e-01 |
 52300 | 3.27e-02 3.28e-02 | -2.2878e+05 -7.3964e+05 5.28e-01 | 1037.5 | 1.9e-01 |
 52400 | 3.27e-02 3.27e-02 | -2.2903e+05 -7.3763e+05 5.26e-01 | 1039.4 | 3.2e-01 |
 52500 | 3.27e-02 3.25e-02 | -2.2936e+05 -7.3604e+05 5.25e-01 | 1041.4 | 3.2e-01 |
 52600 | 3.26e-02 3.25e-02 | -2.2957e+05 -7.3334e+05 5.23e-01 | 1043.4 | 1.9e-01 |
 52700 | 3.25e-02 3.27e-02 | -2.2969e+05 -7.2873e+05 5.21e-01 | 1045.4 | 1.2e-01 |
 52800 | 3.24e-02 3.27e-02 | -2.2986e+05 -7.2516e+05 5.19e-01 | 1047.3 | 1.9e-01 |
 52900 | 3.22e-02 3.26e-02 | -2.3014e+05 -7.2309e+05 5.17e-01 | 1049.3 | 3.2e-01 |
 53000 | 3.21e-02 3.24e-02 | -2.3062e+05 -7.2192e+05 5.16e-01 | 1051.3 | 5.4e-01 |
 53100 | 3.21e-02 3.23e-02 | -2.3142e+05 -7.2130e+05 5.14e-01 | 1053.2 | 9.0e-01 |
 53200 | 3.20e-02 3.22e-02 | -2.3275e+05 -7.2101e+05 5.12e-01 | 1055.2 | 1.5e+00 |
 53300 | 3.20e-02 3.22e-02 | -2.3496e+05 -7.2090e+05 5.08e-01 | 1057.1 | 2.5e+00 |
 53400 | 3.21e-02 3.21e-02 | -2.3865e+05 -7.2088e+05 5.03e-01 | 1059.1 | 4.2e+00 |
 53500 | 3.25e-02 3.20e-02 | -2.4344e+05 -7.2092e+05 4.95e-01 | 1061.0 | 4.2e+00 |
 53600 | 3.25e-02 3.19e-02 | -2.4634e+05 -7.2106e+05 4.91e-01 | 1063.0 | 2.5e+00 |
 53700 | 3.23e-02 3.18e-02 | -2.4808e+05 -7.2138e+05 4.88e-01 | 1065.0 | 1.5e+00 |
 53800 | 3.21e-02 3.18e-02 | -2.4910e+05 -7.2190e+05 4.87e-01 | 1066.9 | 9.0e-01 |
 53900 | 3.19e-02 3.19e-02 | -2.4970e+05 -7.2264e+05 4.86e-01 | 1068.9 | 5.4e-01 |
 54000 | 3.18e-02 3.20e-02 | -2.5014e+05 -7.2340e+05 4.86e-01 | 1070.8 | 5.4e-01 |
 54100 | 3.18e-02 3.19e-02 | -2.5085e+05 -7.2368e+05 4.85e-01 | 1072.8 | 9.0e-01 |
 54200 | 3.19e-02 3.17e-02 | -2.5187e+05 -7.2369e+05 4.84e-01 | 1074.7 | 1.2e+00 |
 54300 | 3.20e-02 3.16e-02 | -2.5257e+05 -7.2349e+05 4.82e-01 | 1076.7 | 7.0e-01 |
 54400 | 3.19e-02 3.16e-02 | -2.5298e+05 -7.2305e+05 4.82e-01 | 1078.7 | 4.2e-01 |
 54500 | 3.18e-02 3.18e-02 | -2.5322e+05 -7.2223e+05 4.81e-01 | 1080.6 | 2.5e-01 |
 54600 | 3.17e-02 3.20e-02 | -2.5341e+05 -7.2107e+05 4.80e-01 | 1082.6 | 2.5e-01 |
 54700 | 3.16e-02 3.19e-02 | -2.5370e+05 -7.2030e+05 4.79e-01 | 1084.5 | 4.2e-01 |
 54800 | 3.15e-02 3.17e-02 | -2.5420e+05 -7.1976e+05 4.78e-01 | 1086.5 | 7.0e-01 |
 54900 | 3.16e-02 3.15e-02 | -2.5502e+05 -7.1937e+05 4.77e-01 | 1088.4 | 1.2e+00 |
 55000 | 3.16e-02 3.14e-02 | -2.5567e+05 -7.1877e+05 4.75e-01 | 1090.4 | 7.0e-01 |
 55100 | 3.15e-02 3.14e-02 | -2.5607e+05 -7.1781e+05 4.74e-01 | 1092.4 | 4.2e-01 |
 55200 | 3.15e-02 3.16e-02 | -2.5631e+05 -7.1625e+05 4.73e-01 | 1094.3 | 2.5e-01 |
 55300 | 3.15e-02 3.16e-02 | -2.5662e+05 -7.1506e+05 4.72e-01 | 1096.3 | 4.2e-01 |
 55400 | 3.16e-02 3.14e-02 | -2.5715e+05 -7.1432e+05 4.71e-01 | 1098.2 | 7.0e-01 |
 55500 | 3.17e-02 3.12e-02 | -2.5756e+05 -7.1328e+05 4.69e-01 | 1100.2 | 4.2e-01 |
 55600 | 3.16e-02 3.13e-02 | -2.5780e+05 -7.1143e+05 4.68e-01 | 1102.1 | 2.5e-01 |
 55700 | 3.15e-02 3.17e-02 | -2.5795e+05 -7.0834e+05 4.66e-01 | 1104.1 | 1.5e-01 |
 55800 | 3.14e-02 3.19e-02 | -2.5811e+05 -7.0528e+05 4.64e-01 | 1106.1 | 1.9e-01 |
 55900 | 3.12e-02 3.17e-02 | -2.5836e+05 -7.0355e+05 4.63e-01 | 1108.0 | 3.2e-01 |
 56000 | 3.12e-02 3.14e-02 | -2.5879e+05 -7.0262e+05 4.62e-01 | 1110.0 | 5.4e-01 |
 56100 | 3.11e-02 3.12e-02 | -2.5950e+05 -7.0215e+05 4.60e-01 | 1111.9 | 9.0e-01 |
 56200 | 3.11e-02 3.10e-02 | -2.6043e+05 -7.0187e+05 4.59e-01 | 1113.9 | 9.0e-01 |
 56300 | 3.11e-02 3.11e-02 | -2.6099e+05 -7.0149e+05 4.58e-01 | 1115.8 | 5.4e-01 |
 56400 | 3.10e-02 3.12e-02 | -2.6141e+05 -7.0097e+05 4.57e-01 | 1117.8 | 5.4e-01 |
 56500 | 3.10e-02 3.11e-02 | -2.6212e+05 -7.0062e+05 4.55e-01 | 1119.8 | 9.0e-01 |
 56600 | 3.13e-02 3.10e-02 | -2.6314e+05 -7.0032e+05 4.54e-01 | 1121.7 | 1.2e+00 |
 56700 | 3.13e-02 3.09e-02 | -2.6385e+05 -6.9980e+05 4.52e-01 | 1123.7 | 7.0e-01 |
 56800 | 3.12e-02 3.09e-02 | -2.6428e+05 -6.9892e+05 4.51e-01 | 1125.6 | 4.2e-01 |
 56900 | 3.11e-02 3.12e-02 | -2.6454e+05 -6.9749e+05 4.50e-01 | 1127.6 | 2.5e-01 |
 57000 | 3.09e-02 3.12e-02 | -2.6487e+05 -6.9640e+05 4.49e-01 | 1129.5 | 4.2e-01 |
 57100 | 3.08e-02 3.10e-02 | -2.6542e+05 -6.9581e+05 4.48e-01 | 1131.5 | 7.0e-01 |
 57200 | 3.08e-02 3.08e-02 | -2.6633e+05 -6.9552e+05 4.46e-01 | 1133.5 | 1.2e+00 |
 57300 | 3.08e-02 3.07e-02 | -2.6752e+05 -6.9534e+05 4.44e-01 | 1135.4 | 1.2e+00 |
 57400 | 3.08e-02 3.07e-02 | -2.6823e+05 -6.9508e+05 4.43e-01 | 1137.4 | 7.0e-01 |
 57500 | 3.07e-02 3.08e-02 | -2.6877e+05 -6.9471e+05 4.42e-01 | 1139.3 | 7.0e-01 |
 57600 | 3.08e-02 3.08e-02 | -2.6968e+05 -6.9444e+05 4.41e-01 | 1141.3 | 1.2e+00 |
 57700 | 3.10e-02 3.06e-02 | -2.7086e+05 -6.9417e+05 4.39e-01 | 1143.3 | 1.2e+00 |
 57800 | 3.10e-02 3.06e-02 | -2.7157e+05 -6.9366e+05 4.37e-01 | 1145.2 | 7.0e-01 |
 57900 | 3.09e-02 3.07e-02 | -2.7200e+05 -6.9287e+05 4.36e-01 | 1147.2 | 4.2e-01 |
 58000 | 3.08e-02 3.09e-02 | -2.7226e+05 -6.9167e+05 4.35e-01 | 1149.1 | 2.5e-01 |
 58100 | 3.06e-02 3.08e-02 | -2.7259e+05 -6.9080e+05 4.34e-01 | 1151.1 | 4.2e-01 |
 58200 | 3.05e-02 3.06e-02 | -2.7314e+05 -6.9037e+05 4.33e-01 | 1153.1 | 7.0e-01 |
 58300 | 3.05e-02 3.05e-02 | -2.7406e+05 -6.9020e+05 4.32e-01 | 1155.0 | 1.2e+00 |
 58400 | 3.05e-02 3.04e-02 | -2.7523e+05 -6.9013e+05 4.30e-01 | 1157.0 | 1.2e+00 |
 58500 | 3.04e-02 3.04e-02 | -2.7593e+05 -6.9001e+05 4.29e-01 | 1158.9 | 7.0e-01 |
 58600 | 3.04e-02 3.05e-02 | -2.7647e+05 -6.8980e+05 4.28e-01 | 1160.9 | 7.0e-01 |
 58700 | 3.05e-02 3.04e-02 | -2.7735e+05 -6.8959e+05 4.26e-01 | 1162.9 | 1.2e+00 |
 58800 | 3.07e-02 3.03e-02 | -2.7824e+05 -6.8928e+05 4.25e-01 | 1164.8 | 9.0e-01 |
 58900 | 3.06e-02 3.02e-02 | -2.7878e+05 -6.8874e+05 4.24e-01 | 1166.8 | 5.4e-01 |
 59000 | 3.05e-02 3.04e-02 | -2.7911e+05 -6.8792e+05 4.23e-01 | 1168.7 | 3.2e-01 |
 59100 | 3.04e-02 3.06e-02 | -2.7931e+05 -6.8665e+05 4.22e-01 | 1170.7 | 1.9e-01 |
 59200 | 3.03e-02 3.05e-02 | -2.7956e+05 -6.8572e+05 4.21e-01 | 1172.6 | 3.2e-01 |
 59300 | 3.02e-02 3.03e-02 | -2.7997e+05 -6.8526e+05 4.20e-01 | 1174.6 | 5.4e-01 |
 59400 | 3.01e-02 3.01e-02 | -2.8064e+05 -6.8504e+05 4.19e-01 | 1176.6 | 9.0e-01 |
 59500 | 3.01e-02 3.00e-02 | -2.8151e+05 -6.8490e+05 4.17e-01 | 1178.5 | 9.0e-01 |
 59600 | 3.01e-02 3.01e-02 | -2.8203e+05 -6.8464e+05 4.16e-01 | 1180.5 | 5.4e-01 |
 59700 | 3.01e-02 3.01e-02 | -2.8243e+05 -6.8421e+05 4.16e-01 | 1182.4 | 5.4e-01 |
 59800 | 3.02e-02 3.01e-02 | -2.8308e+05 -6.8387e+05 4.14e-01 | 1184.4 | 9.0e-01 |
 59900 | 3.03e-02 3.00e-02 | -2.8359e+05 -6.8328e+05 4.13e-01 | 1186.4 | 5.4e-01 |
 60000 | 3.02e-02 2.99e-02 | -2.8391e+05 -6.8228e+05 4.12e-01 | 1188.3 | 3.2e-01 |
 60100 | 3.01e-02 3.01e-02 | -2.8410e+05 -6.8070e+05 4.11e-01 | 1190.3 | 1.9e-01 |
 60200 | 3.00e-02 3.03e-02 | -2.8424e+05 -6.7873e+05 4.10e-01 | 1192.2 | 1.9e-01 |
 60300 | 2.99e-02 3.01e-02 | -2.8449e+05 -6.7766e+05 4.09e-01 | 1194.2 | 3.2e-01 |
 60400 | 2.98e-02 2.99e-02 | -2.8489e+05 -6.7711e+05 4.08e-01 | 1196.2 | 5.4e-01 |
 60500 | 2.98e-02 2.98e-02 | -2.8555e+05 -6.7684e+05 4.07e-01 | 1198.1 | 9.0e-01 |
 60600 | 2.98e-02 2.97e-02 | -2.8640e+05 -6.7665e+05 4.05e-01 | 1200.1 | 9.0e-01 |
 60700 | 2.97e-02 2.97e-02 | -2.8691e+05 -6.7631e+05 4.04e-01 | 1202.0 | 5.4e-01 |
 60800 | 2.97e-02 2.97e-02 | -2.8729e+05 -6.7579e+05 4.03e-01 | 1204.0 | 5.4e-01 |
 60900 | 2.98e-02 2.97e-02 | -2.8780e+05 -6.7529e+05 4.02e-01 | 1206.0 | 5.4e-01 |
 61000 | 2.98e-02 2.96e-02 | -2.8810e+05 -6.7436e+05 4.01e-01 | 1207.9 | 3.2e-01 |
 61100 | 2.97e-02 2.96e-02 | -2.8828e+05 -6.7280e+05 4.00e-01 | 1209.9 | 1.9e-01 |
 61200 | 2.97e-02 2.98e-02 | -2.8840e+05 -6.7018e+05 3.98e-01 | 1211.8 | 1.2e-01 |
 61300 | 2.96e-02 2.98e-02 | -2.8854e+05 -6.6813e+05 3.97e-01 | 1213.8 | 1.9e-01 |
 61400 | 2.95e-02 2.96e-02 | -2.8878e+05 -6.6698e+05 3.96e-01 | 1215.8 | 3.2e-01 |
 61500 | 2.94e-02 2.95e-02 | -2.8917e+05 -6.6636e+05 3.95e-01 | 1217.7 | 5.4e-01 |
 61600 | 2.93e-02 2.94e-02 | -2.8983e+05 -6.6602e+05 3.94e-01 | 1219.7 | 9.0e-01 |
 61700 | 2.93e-02 2.94e-02 | -2.9091e+05 -6.6583e+05 3.92e-01 | 1221.6 | 1.5e+00 |
 61800 | 2.93e-02 2.93e-02 | -2.9273e+05 -6.6570e+05 3.89e-01 | 1223.6 | 2.5e+00 |
 61900 | 2.93e-02 2.92e-02 | -2.9417e+05 -6.6553e+05 3.87e-01 | 1225.5 | 1.5e+00 |
 62000 | 2.93e-02 2.92e-02 | -2.9504e+05 -6.6530e+05 3.86e-01 | 1227.5 | 9.0e-01 |
 62100 | 2.92e-02 2.91e-02 | -2.9557e+05 -6.6502e+05 3.85e-01 | 1229.5 | 5.4e-01 |
 62200 | 2.92e-02 2.91e-02 | -2.9589e+05 -6.6461e+05 3.84e-01 | 1231.4 | 3.2e-01 |
 62300 | 2.92e-02 2.91e-02 | -2.9608e+05 -6.6387e+05 3.83e-01 | 1233.4 | 1.9e-01 |
 62400 | 2.91e-02 2.93e-02 | -2.9619e+05 -6.6238e+05 3.82e-01 | 1235.3 | 1.2e-01 |
 62500 | 2.91e-02 2.92e-02 | -2.9633e+05 -6.6099e+05 3.81e-01 | 1237.3 | 1.9e-01 |
 62600 | 2.90e-02 2.90e-02 | -2.9655e+05 -6.6006e+05 3.80e-01 | 1239.3 | 3.2e-01 |
 62700 | 2.90e-02 2.89e-02 | -2.9685e+05 -6.5928e+05 3.79e-01 | 1241.2 | 3.2e-01 |
 62800 | 2.90e-02 2.89e-02 | -2.9702e+05 -6.5794e+05 3.78e-01 | 1243.2 | 1.9e-01 |
 62900 | 2.89e-02 2.90e-02 | -2.9712e+05 -6.5561e+05 3.76e-01 | 1245.1 | 1.2e-01 |
 63000 | 2.88e-02 2.90e-02 | -2.9725e+05 -6.5371e+05 3.75e-01 | 1247.1 | 1.9e-01 |
 63100 | 2.88e-02 2.89e-02 | -2.9747e+05 -6.5255e+05 3.74e-01 | 1249.1 | 3.2e-01 |
 63200 | 2.87e-02 2.88e-02 | -2.9784e+05 -6.5185e+05 3.73e-01 | 1251.0 | 5.4e-01 |
 63300 | 2.87e-02 2.88e-02 | -2.9846e+05 -6.5143e+05 3.72e-01 | 1253.0 | 9.0e-01 |
